qid,question,relevant_cids,num_relevant,question_norm
136504,"Trình tự, thủ tục cấp chứng chỉ thẩm tra viên an toàn giao thông đường bộ được pháp luật quy định như thế nào?",[75127],1,"trình tự, thủ tục cấp chứng chỉ thẩm tra viên an toàn giao thông đường bộ được pháp luật quy định như thế nào?"
90156,Nhiệm vụ của Trung tâm Giám định bảo hiểm y tế và Thanh toán đa tuyến là gì?,[83808],1,nhiệm vụ của trung tâm giám định bảo hiểm y tế và thanh toán đa tuyến là gì?
16748,Điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?,"[66485, 66487]",2,điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?
75508,Nghị quyết của Hội đồng quản lý trong tổ chức khoa học và công nghệ công lập được thông qua khi nào?,[146100],1,nghị quyết của hội đồng quản lý trong tổ chức khoa học và công nghệ công lập được thông qua khi nào?
51934,Quyết định giải thể doanh nghiệp phải bao gồm các nội dung chủ yếu nào?,[63872],1,quyết định giải thể doanh nghiệp phải bao gồm các nội dung chủ yếu nào?
94444,Việc quyết định giá dịch vụ sự nghiệp công được thực hiện khi nào?,[84648],1,việc quyết định giá dịch vụ sự nghiệp công được thực hiện khi nào?
15482,Pháp nhân thương mại là gì?,[58201],1,pháp nhân thương mại là gì?
24241,Các hành vi nào thì bị nghiêm cấm khi tham gia bảo hiểm y tế?,[70561],1,các hành vi nào thì bị nghiêm cấm khi tham gia bảo hiểm y tế?
127927,Chủ đầu tư dự án xây dựng nhà ở thương mại có những quyền gì?,[78026],1,chủ đầu tư dự án xây dựng nhà ở thương mại có những quyền gì?
76032,"Trình tự, thủ tục nộp hồ sơ cấp Giấy chứng nhận đủ điều kiện về an ninh trật tự ra sao?",[60528],1,"trình tự, thủ tục nộp hồ sơ cấp giấy chứng nhận đủ điều kiện về an ninh trật tự ra sao?"
165562,Kế hoạch giám sát dịch bệnh động vật thủy sản bao gồm những nội dung gì?,[223297],1,kế hoạch giám sát dịch bệnh động vật thủy sản bao gồm những nội dung gì?
118770,Trình tự thủ tục cấp thẻ căn cước công dân như thế nào?,[88030],1,trình tự thủ tục cấp thẻ căn cước công dân như thế nào?
57202,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
109430,Thông tư 24/2023/TT-BCA về biển số xe cơ giới được chính thức áp dụng từ ngày nào?,[63328],1,thông tư 24/2023/tt-bca về biển số xe cơ giới được chính thức áp dụng từ ngày nào?
145185,Thủ tục nhập học Đại học năm 2023 được thực hiện thế nào?,[63971],1,thủ tục nhập học đại học năm 2023 được thực hiện thế nào?
67676,Nghị định 33/2023/NĐ-CP khi nào chính thức có hiệu lực?,[143],1,nghị định 33/2023/nđ-cp khi nào chính thức có hiệu lực?
141290,Ai có thẩm quyền quyết định khóa tài khoản định danh điện tử?,[66685],1,ai có thẩm quyền quyết định khóa tài khoản định danh điện tử?
98308,Nghị định 33/2023/NĐ-CP khi nào chính thức có hiệu lực?,[78739],1,nghị định 33/2023/nđ-cp khi nào chính thức có hiệu lực?
7099,"Việc thu thập, quản lý, khai thác và sử dụng thông tin, dữ liệu tài nguyên và môi trường phải tuân theo các nguyên tắc nào?",[54091],1,"việc thu thập, quản lý, khai thác và sử dụng thông tin, dữ liệu tài nguyên và môi trường phải tuân theo các nguyên tắc nào?"
4147,Nhà ở liên kế được xây dựng theo quy hoạch chung tại đâu và cần đảm bảo các nguyên tắc gì về thiết kế xây dựng?,[66067],1,nhà ở liên kế được xây dựng theo quy hoạch chung tại đâu và cần đảm bảo các nguyên tắc gì về thiết kế xây dựng?
60609,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[65891],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
152536,Công chức là ai?,[31053],1,công chức là ai?
11785,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
144877,Các khoản lệ phí mà Hội đồng nhân dân có thẩm quyền quy định?,[56716],1,các khoản lệ phí mà hội đồng nhân dân có thẩm quyền quy định?
115595,Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở có nhiệm vụ gì?,[190928],1,hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở có nhiệm vụ gì?
87187,"Các trường hợp nào được xác định là đúng tuyến khám bệnh, chữa bệnh bảo hiểm y tế?",[72772],1,"các trường hợp nào được xác định là đúng tuyến khám bệnh, chữa bệnh bảo hiểm y tế?"
72610,Hiệp định RCEP là hiệp định gì?,[133741],1,hiệp định rcep là hiệp định gì?
127790,Hiệu lực của Giấy chứng nhận doanh nghiệp nông nghiệp ứng dụng công nghệ cao là bao lâu?,[28486],1,hiệu lực của giấy chứng nhận doanh nghiệp nông nghiệp ứng dụng công nghệ cao là bao lâu?
108080,Có mấy phương thức tuyển sinh đại học?,[61655],1,có mấy phương thức tuyển sinh đại học?
80204,Các trường hợp ly hôn theo quy định pháp luật,[47617],1,các trường hợp ly hôn theo quy định pháp luật
78034,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
73335,Lập hóa đơn điện tử không có mã của cơ quan thuế như thế nào?,[14874],1,lập hóa đơn điện tử không có mã của cơ quan thuế như thế nào?
40109,Thủ tục yêu cầu cấp Phiếu lý lịch tư pháp được quy định như thế nào?,"[69992, 106396]",2,thủ tục yêu cầu cấp phiếu lý lịch tư pháp được quy định như thế nào?
18982,Ngoại tệ là gì? Nguyên tắc tính trạng thái ngoại tệ được quy định như thế nào?,[7107],1,ngoại tệ là gì? nguyên tắc tính trạng thái ngoại tệ được quy định như thế nào?
86782,Nguyên tắc xếp lương công chức chuyên ngành Ngân hàng như thế nào?,[69657],1,nguyên tắc xếp lương công chức chuyên ngành ngân hàng như thế nào?
5471,Tuổi của học sinh các cấp là bao nhiêu?,[44053],1,tuổi của học sinh các cấp là bao nhiêu?
179259,Thẩm quyền cấp giấy phép xây dựng,[73915],1,thẩm quyền cấp giấy phép xây dựng
59185,Xác định tiền lương đóng quỹ phòng chống thiên tai ra sao?,[91240],1,xác định tiền lương đóng quỹ phòng chống thiên tai ra sao?
52184,Trách nhiệm của thành viên Hội đồng lựa chọn dự án sản xuất phim có sử dụng ngân sách nhà nước là gì?,[66030],1,trách nhiệm của thành viên hội đồng lựa chọn dự án sản xuất phim có sử dụng ngân sách nhà nước là gì?
91424,Kiểm tra viên chính hải quan thực hiện những nhiệm vụ gì?,[128438],1,kiểm tra viên chính hải quan thực hiện những nhiệm vụ gì?
107157,Quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo Nghị quyết 73/2022/QH15 ra sao?,[90192],1,quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo nghị quyết 73/2022/qh15 ra sao?
5453,"Trình tự, thủ tục đánh giá, xếp loại chất lượng công chức như thế nào?",[58017],1,"trình tự, thủ tục đánh giá, xếp loại chất lượng công chức như thế nào?"
114949,Thông tư 32/2023/TT-BCA được áp dụng từ khi nào?,[143],1,thông tư 32/2023/tt-bca được áp dụng từ khi nào?
50948,Khi nào áp dụng Nghị định 71/2023/NĐ-CP?,[80982],1,khi nào áp dụng nghị định 71/2023/nđ-cp?
152041,Thuế giá trị gia tăng là gì?,[72282],1,thuế giá trị gia tăng là gì?
124582,Nghị định 31/2023/NĐ-CP có hiệu lực từ ngày nào?,[66111],1,nghị định 31/2023/nđ-cp có hiệu lực từ ngày nào?
157345,Nhiệm vụ của Hội Giải phẫu bệnh Tế bào bệnh học Việt Nam là gì?,[113563],1,nhiệm vụ của hội giải phẫu bệnh tế bào bệnh học việt nam là gì?
70945,Tổ chức tôn giáo là gì?,[72483],1,tổ chức tôn giáo là gì?
66575,Nhà đầu tư có dự án đầu tư đã được chấp thuận chủ trương đầu tư phải thực hiện thủ tục chấp thuận điều chỉnh chủ trương đầu tư khi nào?,[64741],1,nhà đầu tư có dự án đầu tư đã được chấp thuận chủ trương đầu tư phải thực hiện thủ tục chấp thuận điều chỉnh chủ trương đầu tư khi nào?
159255,"Thủ tục khám bệnh, chữa bệnh bảo hiểm y tế ra sao?",[67354],1,"thủ tục khám bệnh, chữa bệnh bảo hiểm y tế ra sao?"
41875,Nguyên tắc khen thưởng được quy định như thế nào?,[7682],1,nguyên tắc khen thưởng được quy định như thế nào?
51456,Tổng thời gian làm việc và các dịp được nghỉ của giáo viên tiểu học được quy định như thế nào?,[63022],1,tổng thời gian làm việc và các dịp được nghỉ của giáo viên tiểu học được quy định như thế nào?
55719,Chứng từ kế toán là gì?,[62889],1,chứng từ kế toán là gì?
114323,Thời hạn kháng cáo bản án sơ thẩm theo quy định hiện nay là bao lâu?,[59639],1,thời hạn kháng cáo bản án sơ thẩm theo quy định hiện nay là bao lâu?
78305,Thông tư 16/2023/TT-BCT có hiệu lực từ ngày mấy?,[123412],1,thông tư 16/2023/tt-bct có hiệu lực từ ngày mấy?
90557,Những người nào không được quyền hưởng di sản thừa kế?,[58747],1,những người nào không được quyền hưởng di sản thừa kế?
157664,Điều kiện để có thể đăng ký lại khai sinh theo quy định mới nhất hiện nay,[74644],1,điều kiện để có thể đăng ký lại khai sinh theo quy định mới nhất hiện nay
38495,Hồ sơ kiểm tra điều lệnh Công an nhân dân được quản lý như thế nào?,[104589],1,hồ sơ kiểm tra điều lệnh công an nhân dân được quản lý như thế nào?
50437,Nghị định 33/2023/NĐ-CP khi nào chính thức có hiệu lực?,[78739],1,nghị định 33/2023/nđ-cp khi nào chính thức có hiệu lực?
35962,Chương trình giáo dục phổ thông mới 2018 sẽ áp dụng cho học sinh lớp mấy trong năm học 2023-2024?,[66680],1,chương trình giáo dục phổ thông mới 2018 sẽ áp dụng cho học sinh lớp mấy trong năm học 2023-2024?
93060,Viên chức là ai?,[88936],1,viên chức là ai?
83813,Hồ sơ đăng ký dự thi tốt nghiệp THPT quốc gia gồm những giấy tờ nào?,[155379],1,hồ sơ đăng ký dự thi tốt nghiệp thpt quốc gia gồm những giấy tờ nào?
52303,Hồ sơ đề nghị cấp Giấy phép nhập khẩu vàng nguyên liệu đối với doanh nghiệp có vốn đầu tư nước ngoài để sản xuất vàng mỹ nghệ gồm những gì?,[94486],1,hồ sơ đề nghị cấp giấy phép nhập khẩu vàng nguyên liệu đối với doanh nghiệp có vốn đầu tư nước ngoài để sản xuất vàng mỹ nghệ gồm những gì?
174678,Báo cáo đề xuất chủ trương đầu tư dự án nhóm B phải có những nội dung nào?,[63918],1,báo cáo đề xuất chủ trương đầu tư dự án nhóm b phải có những nội dung nào?
725,Áp dụng hình thức kỷ luật khiển trách đối với viên chức trong trường hợp nào?,[13748],1,áp dụng hình thức kỷ luật khiển trách đối với viên chức trong trường hợp nào?
112770,Trường hợp nào tòa án vẫn xét xử vụ án khi đương sự vắng mặt tại phiên tòa?,[59591],1,trường hợp nào tòa án vẫn xét xử vụ án khi đương sự vắng mặt tại phiên tòa?
53993,Điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?,"[66485, 66487]",2,điểm ưu tiên để tính điểm thi đại học năm 2023 quy đổi ra sao?
104045,Tiêu chuẩn đối với nhân viên kiểm soát an ninh hàng không?,[167295],1,tiêu chuẩn đối với nhân viên kiểm soát an ninh hàng không?
39461,Tiền lương là gì?,[61954],1,tiền lương là gì?
92607,Thẩm quyền giải quyết tranh chấp đất đai được quy định như thế nào?,[64678],1,thẩm quyền giải quyết tranh chấp đất đai được quy định như thế nào?
147522,Thời hạn đăng ký biến động đất đai là bao lâu?,[77249],1,thời hạn đăng ký biến động đất đai là bao lâu?
163780,Thời hạn nộp hồ sơ đề nghị hưởng trợ cấp thất nghiệp là bao lâu?,[40473],1,thời hạn nộp hồ sơ đề nghị hưởng trợ cấp thất nghiệp là bao lâu?
63132,Hợp đồng ủy quyền là gì?,[58688],1,hợp đồng ủy quyền là gì?
68221,Nhiệm vụ của Hội Tâm thần học Việt Nam được quy định thế nào?,[65317],1,nhiệm vụ của hội tâm thần học việt nam được quy định thế nào?
121003,Luật Hợp tác xã 2023 có hiệu lực từ khi nào?,[96250],1,luật hợp tác xã 2023 có hiệu lực từ khi nào?
94752,Người làm chứng là ai?,[63101],1,người làm chứng là ai?
9861,Nghị định 31/2023/NĐ-CP có hiệu lực từ ngày nào?,[66111],1,nghị định 31/2023/nđ-cp có hiệu lực từ ngày nào?
19154,Thủ tục cấp giấy phép mua pháo hoa để kinh doanh theo quy định mới nhất được thực hiện ra sao?,[74508],1,thủ tục cấp giấy phép mua pháo hoa để kinh doanh theo quy định mới nhất được thực hiện ra sao?
100730,Đối tượng nào không được đăng ký nghĩa vụ quân sự?,[61905],1,đối tượng nào không được đăng ký nghĩa vụ quân sự?
105740,Thành lập và đăng ký hoạt động văn phòng công chứng như thế nào?,[75232],1,thành lập và đăng ký hoạt động văn phòng công chứng như thế nào?
129930,Nghĩa vụ của Quỹ Chia sẻ tình thương là gì?,[72272],1,nghĩa vụ của quỹ chia sẻ tình thương là gì?
126906,Hồ sơ điều chỉnh chủ trương đầu tư dự án PPP gồm những gì?,[104672],1,hồ sơ điều chỉnh chủ trương đầu tư dự án ppp gồm những gì?
94921,Nghĩa vụ cấp dưỡng cho con sau khi ly hôn được quy định như thế nào?,"[47668, 47647]",2,nghĩa vụ cấp dưỡng cho con sau khi ly hôn được quy định như thế nào?
100181,Điều trị sai khớp cắn loại 2 do xương hai hàm với bệnh nhân còn trong thời kỳ tăng trưởng như thế nào?,[173720],1,điều trị sai khớp cắn loại 2 do xương hai hàm với bệnh nhân còn trong thời kỳ tăng trưởng như thế nào?
23063,Doanh nghiệp tư nhân là gì?,[50667],1,doanh nghiệp tư nhân là gì?
94410,Sổ kế toán là gì?,[132359],1,sổ kế toán là gì?
80555,Giá trị sử dụng của Giấy xác nhận tình trạng hôn nhân được pháp luật quy định như thế nào?,[69005],1,giá trị sử dụng của giấy xác nhận tình trạng hôn nhân được pháp luật quy định như thế nào?
80861,Thông tư 33/2023/TT-BTC chính thức có hiệu lực từ khi nào?,[143],1,thông tư 33/2023/tt-btc chính thức có hiệu lực từ khi nào?
85916,Đối tượng nào phải làm thủ tục hải quan?,[8313],1,đối tượng nào phải làm thủ tục hải quan?
42280,Nhiệm vụ của Hội Bác sĩ gia đình Việt Nam là gì?,[108821],1,nhiệm vụ của hội bác sĩ gia đình việt nam là gì?
47236,"Sản phẩm, dịch vụ mật mã dân sự là gì?",[94926],1,"sản phẩm, dịch vụ mật mã dân sự là gì?"
156820,Luật Hợp tác xã 2023 có hiệu lực từ khi nào?,[96250],1,luật hợp tác xã 2023 có hiệu lực từ khi nào?
114322,Ai là người có quyền kháng cáo bản án sơ thẩm?,[63187],1,ai là người có quyền kháng cáo bản án sơ thẩm?
75107,Có bị hốt xe máy hay tước bằng lái xe không?,[61694],1,có bị hốt xe máy hay tước bằng lái xe không?
49315,Điều kiện được bồi thường về đất khi nhà nước thu hồi đất là gì?,[90406],1,điều kiện được bồi thường về đất khi nhà nước thu hồi đất là gì?
158158,Tiêu chuẩn chung đối với công chức Tư pháp hộ tịch cấp xã cần đáp ứng những yêu cầu gì?,[75865],1,tiêu chuẩn chung đối với công chức tư pháp hộ tịch cấp xã cần đáp ứng những yêu cầu gì?
52407,Nhiệm vụ của Hội Giải phẫu bệnh Tế bào bệnh học Việt Nam là gì?,[113563],1,nhiệm vụ của hội giải phẫu bệnh tế bào bệnh học việt nam là gì?
102891,Thời hạn nộp hồ sơ khai thuế đối với loại thuế có kỳ tính thuế theo năm được quy định như thế nào?,[66003],1,thời hạn nộp hồ sơ khai thuế đối với loại thuế có kỳ tính thuế theo năm được quy định như thế nào?
151419,"Hồ sơ đề nghị cho phép cơ sở khám bệnh, chữa bệnh áp dụng kỹ thuật, phương pháp mới bao gồm những gì?",[101994],1,"hồ sơ đề nghị cho phép cơ sở khám bệnh, chữa bệnh áp dụng kỹ thuật, phương pháp mới bao gồm những gì?"
41884,Chậm nhất bao lâu thì phải nộp lưu hồ sơ kiểm toán?,"[85145, 85145]",2,chậm nhất bao lâu thì phải nộp lưu hồ sơ kiểm toán?
133262,Tổ chức kỷ niệm ngày truyền thống vào năm tròn đối với cơ quan nhà nước cấp bộ được pháp luật quy định như thế nào?,[13648],1,tổ chức kỷ niệm ngày truyền thống vào năm tròn đối với cơ quan nhà nước cấp bộ được pháp luật quy định như thế nào?
158791,Hộ kinh doanh theo quy định mới nhất hiện nay được hiểu như thế nào?,[155165],1,hộ kinh doanh theo quy định mới nhất hiện nay được hiểu như thế nào?
133584,Các trường hợp nào không được hưởng bảo hiểm y tế?,[82428],1,các trường hợp nào không được hưởng bảo hiểm y tế?
167312,Ai có thẩm quyền quyết định thanh lý tài sản công?,[63683],1,ai có thẩm quyền quyết định thanh lý tài sản công?
151696,Tổng Biên tập Tạp chí Kiểm sát có thẩm quyền ký các văn bản nào?,[152684],1,tổng biên tập tạp chí kiểm sát có thẩm quyền ký các văn bản nào?
86616,Đối tượng nào được cấp tài khoản truy cập và trao đổi thông tin với Hệ thống xử lý dữ liệu điện tử hải quan?,[120111],1,đối tượng nào được cấp tài khoản truy cập và trao đổi thông tin với hệ thống xử lý dữ liệu điện tử hải quan?
88793,Thời gian xác nhận nhập học đại học trực tuyến 2023 theo chỉ đạo mới nhất của Bộ Giáo dục và Đào tạo?,[66422],1,thời gian xác nhận nhập học đại học trực tuyến 2023 theo chỉ đạo mới nhất của bộ giáo dục và đào tạo?
51390,Hợp đồng bảo hiểm nhân thọ là gì?,"[119018, 74674]",2,hợp đồng bảo hiểm nhân thọ là gì?
142895,Hồ sơ công bố đáp ứng tiêu chuẩn chế biến vị thuốc cổ truyền bao gồm những giấy tờ gì?,[37952],1,hồ sơ công bố đáp ứng tiêu chuẩn chế biến vị thuốc cổ truyền bao gồm những giấy tờ gì?
138186,Danh hiệu “Chiến sĩ thi đua cơ sở” là gì?,[77321],1,danh hiệu “chiến sĩ thi đua cơ sở” là gì?
149348,Việc lấy phiếu tín nhiệm tại các cơ quan Đảng cần phải đảm bảo các nguyên tắc nào?,[103502],1,việc lấy phiếu tín nhiệm tại các cơ quan đảng cần phải đảm bảo các nguyên tắc nào?
71276,Nguyên tắc khen thưởng về các danh hiệu thi đua trong ngành ngân hàng như thế nào?,[65455],1,nguyên tắc khen thưởng về các danh hiệu thi đua trong ngành ngân hàng như thế nào?
99030,Quy định mới về cán bộ công chức cấp xã áp dụng từ khi nào?,[143],1,quy định mới về cán bộ công chức cấp xã áp dụng từ khi nào?
32973,Việc chuyển đổi vị trí công tác công chức đang công tác tại Viện kiểm sát nhân dân được đảm bảo theo nguyên tắc nào?,[98366],1,việc chuyển đổi vị trí công tác công chức đang công tác tại viện kiểm sát nhân dân được đảm bảo theo nguyên tắc nào?
140493,Tiền lương là gì?,[61954],1,tiền lương là gì?
37755,Vấn đề bình đẳng giới trong lĩnh vực khoa học và công nghệ được thể hiện như thế nào?,[53908],1,vấn đề bình đẳng giới trong lĩnh vực khoa học và công nghệ được thể hiện như thế nào?
107912,"Bảo quản, lưu trữ hóa đơn điện tử được quy định như thế nào?",[70181],1,"bảo quản, lưu trữ hóa đơn điện tử được quy định như thế nào?"
113479,Thế nào là đơn phương chấm dứt hợp đồng lao động trái pháp luật?,[67852],1,thế nào là đơn phương chấm dứt hợp đồng lao động trái pháp luật?
56338,Thời gian xây dựng báo cáo kết quả thanh tra là bao lâu?,[114382],1,thời gian xây dựng báo cáo kết quả thanh tra là bao lâu?
133347,Chăn nuôi trang trại là gì?,[210816],1,chăn nuôi trang trại là gì?
104630,Thời hạn của giấy phép lái xe là bao lâu?,[64697],1,thời hạn của giấy phép lái xe là bao lâu?
153554,Cộng tác viên thanh tra giáo dục có trách nhiệm gì khi sử dụng thẻ?,[87671],1,cộng tác viên thanh tra giáo dục có trách nhiệm gì khi sử dụng thẻ?
29043,Nếu thực hiện nhiều hành vi vi phạm thì xử phạt vi phạm hành chính như thế nào?,[63070],1,nếu thực hiện nhiều hành vi vi phạm thì xử phạt vi phạm hành chính như thế nào?
15912,Việc tuyển chọn công dân vào Công an nhân dân được thực hiện như thế nào?,[79268],1,việc tuyển chọn công dân vào công an nhân dân được thực hiện như thế nào?
22841,Nhiệm vụ của Trung tâm Khuyến nông Quốc gia là gì?,[71056],1,nhiệm vụ của trung tâm khuyến nông quốc gia là gì?
51284,Doanh nghiệp tư nhân là gì?,[50667],1,doanh nghiệp tư nhân là gì?
101269,Chứng chỉ hành nghề xây dựng là gì?,[111627],1,chứng chỉ hành nghề xây dựng là gì?
173796,Nghiên cứu hiện trường lần hai để xác định nguyên nhân điểm tiềm ẩn tai nạn giao thông đường bộ được quy định như thế nào?,"[34167, 34165, 34166]",3,nghiên cứu hiện trường lần hai để xác định nguyên nhân điểm tiềm ẩn tai nạn giao thông đường bộ được quy định như thế nào?
110102,Độ tuổi cho trẻ đi mầm non là bao nhiêu?,[79857],1,độ tuổi cho trẻ đi mầm non là bao nhiêu?
153075,Doanh nghiệp nộp thuế thu nhập doanh nghiệp ở đâu?,[232853],1,doanh nghiệp nộp thuế thu nhập doanh nghiệp ở đâu?
42228,Nội dung của di chúc bao gồm những nội dung chủ yếu nào?,[58757],1,nội dung của di chúc bao gồm những nội dung chủ yếu nào?
47082,Giấy chứng nhận đăng ký đầu tư ra nước ngoài sẽ gồm có các nội dung gì?,[114217],1,giấy chứng nhận đăng ký đầu tư ra nước ngoài sẽ gồm có các nội dung gì?
109134,"Trong thời gian tới, các công việc phục vụ nào được ký hợp đồng trong cơ quan hành chính, đơn vị sự nghiệp công lập?",[97373],1,"trong thời gian tới, các công việc phục vụ nào được ký hợp đồng trong cơ quan hành chính, đơn vị sự nghiệp công lập?"
142508,"Dạy thêm, học thêm ở trung tâm bên ngoài là gì?",[132827],1,"dạy thêm, học thêm ở trung tâm bên ngoài là gì?"
70329,Cơ quan nào có quyền cấp Giấy chứng nhận đăng ký hoạt động cho cơ sở tư vấn về phòng chống bạo lực gia đình?,[8043],1,cơ quan nào có quyền cấp giấy chứng nhận đăng ký hoạt động cho cơ sở tư vấn về phòng chống bạo lực gia đình?
7678,"Thẻ bảo hiểm y tế do cơ quan bảo hiểm xã hội phát hành, phản ánh được các thông tin nào?",[20132],1,"thẻ bảo hiểm y tế do cơ quan bảo hiểm xã hội phát hành, phản ánh được các thông tin nào?"
168408,Hóa đơn điện tử là gì?,[40896],1,hóa đơn điện tử là gì?
4124,Điều kiện hưởng chế độ thai sản được quy định như thế nào?,[61490],1,điều kiện hưởng chế độ thai sản được quy định như thế nào?
161157,Trưng cầu giám định được tiến hành khi nào?,[126361],1,trưng cầu giám định được tiến hành khi nào?
9677,Chức năng của Quỹ Tình thương Việt là gì?,[72271],1,chức năng của quỹ tình thương việt là gì?
43371,Số lượng thành viên Ban thanh tra nhân dân ở cơ quan nhà nước do ai quyết định?,[22659],1,số lượng thành viên ban thanh tra nhân dân ở cơ quan nhà nước do ai quyết định?
120004,Đối với hệ thống đường địa phương việc báo cáo được thực hiện như thế nào?,[126873],1,đối với hệ thống đường địa phương việc báo cáo được thực hiện như thế nào?
64534,Hiệp định RCEP là hiệp định gì?,[133741],1,hiệp định rcep là hiệp định gì?
62980,"Việc rà soát văn bản theo chuyên đề, lĩnh vực, địa bàn được quyết định như thế nào?",[131994],1,"việc rà soát văn bản theo chuyên đề, lĩnh vực, địa bàn được quyết định như thế nào?"
149536,Môi giới bất động sản là gì?,[66945],1,môi giới bất động sản là gì?
117354,Thí sinh được hoãn nhập học đại học trong những trường hợp nào?,[63971],1,thí sinh được hoãn nhập học đại học trong những trường hợp nào?
155573,Điều kiện để người lao động được hỗ trợ học nghề được pháp luật quy định như thế nào?,[40482],1,điều kiện để người lao động được hỗ trợ học nghề được pháp luật quy định như thế nào?
11839,Đối tượng của hợp đồng bảo hiểm nhân thọ là gì?,[32820],1,đối tượng của hợp đồng bảo hiểm nhân thọ là gì?
113489,Thời hạn bảo vệ bí mật nhà nước được gia hạn khi nào?,[153549],1,thời hạn bảo vệ bí mật nhà nước được gia hạn khi nào?
168419,Mức trợ cấp hàng tháng từ 01/7/2023 của cán bộ xã đã nghỉ hưu được làm tròn là bao nhiêu?,[171468],1,mức trợ cấp hàng tháng từ 01/7/2023 của cán bộ xã đã nghỉ hưu được làm tròn là bao nhiêu?
110351,Luật Hợp tác xã 2023 có hiệu lực từ khi nào?,[96250],1,luật hợp tác xã 2023 có hiệu lực từ khi nào?
152113,"Nguyên tắc lập, quản lý, sử dụng hóa đơn, chứng từ là gì?",[65483],1,"nguyên tắc lập, quản lý, sử dụng hóa đơn, chứng từ là gì?"
108100,Chế độ nghỉ hưu đối với Chủ tịch Hội Liên hiệp Phụ nữ Việt Nam cấp xã từ ngày 01/8/2023 được quy định như thế nào?,[62777],1,chế độ nghỉ hưu đối với chủ tịch hội liên hiệp phụ nữ việt nam cấp xã từ ngày 01/8/2023 được quy định như thế nào?
5470,Học phí giáo dục phổ thông các cấp được thu như thế nào?,[66077],1,học phí giáo dục phổ thông các cấp được thu như thế nào?
86947,Mức hưởng chế độ thai sản như thế nào?,[62746],1,mức hưởng chế độ thai sản như thế nào?
69837,Bảo hiểm y tế là gì?,[62015],1,bảo hiểm y tế là gì?
25091,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[65891],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
125989,Hợp đồng vay tài sản là gì?,[58589],1,hợp đồng vay tài sản là gì?
77599,Tiêu chuẩn tuyển quân đối với công dân tham gia nghĩa vụ quân sự,[19366],1,tiêu chuẩn tuyển quân đối với công dân tham gia nghĩa vụ quân sự
73902,Các hành vi nào bị cấm trong hoạt động điện lực và sử dụng điện?,[80204],1,các hành vi nào bị cấm trong hoạt động điện lực và sử dụng điện?
16472,Thời điểm ký số trên hóa đơn điện tử được xác định như thế nào?,[75193],1,thời điểm ký số trên hóa đơn điện tử được xác định như thế nào?
123425,Người giải quyết tố cáo ra quyết định thụ lý tố cáo khi có đủ các điều kiện nào?,[126472],1,người giải quyết tố cáo ra quyết định thụ lý tố cáo khi có đủ các điều kiện nào?
39790,"Thời hạn phục hồi quyền lợi cho tổ chức đảng, đảng viên bị kỷ luật oan là bao lâu?",[106043],1,"thời hạn phục hồi quyền lợi cho tổ chức đảng, đảng viên bị kỷ luật oan là bao lâu?"
146789,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
141291,Mở khóa tài khoản định danh điện tử như thế nào?,[68343],1,mở khóa tài khoản định danh điện tử như thế nào?
29195,Thẩm quyền đăng ký nghĩa vụ quân sự được quy định như thế nào?,[79350],1,thẩm quyền đăng ký nghĩa vụ quân sự được quy định như thế nào?
45578,Công ty có trách nhiệm gì đối với người lao động bị tai nạn lao động?,[56218],1,công ty có trách nhiệm gì đối với người lao động bị tai nạn lao động?
138714,Lịch đi nghĩa vụ quân sự năm 2024 như thế nào?,[61848],1,lịch đi nghĩa vụ quân sự năm 2024 như thế nào?
84781,Thời hạn điều tra vụ án hình sự là bao lâu?,[10649],1,thời hạn điều tra vụ án hình sự là bao lâu?
84744,Đội ứng cứu sự cố an toàn thông tin mạng Bộ Tư pháp có những quyền hạn gì?,[90585],1,đội ứng cứu sự cố an toàn thông tin mạng bộ tư pháp có những quyền hạn gì?
124010,Mức trích nộp phí công đoàn của doanh nghiệp là bao nhiêu phần trăm?,[27767],1,mức trích nộp phí công đoàn của doanh nghiệp là bao nhiêu phần trăm?
32495,Thời gian giải quyết chế độ hưởng lương hưu là bao lâu?,[69790],1,thời gian giải quyết chế độ hưởng lương hưu là bao lâu?
